State,District,Crop_Name,Season,Min_Temperature(C),Max_Temperature(C),Rainfall(mm),Humidity(%),Wind_Speed(km/h),Soil_Type,Suitable(Y/N)
Chhattisgarh,Raipur,Jute,Zaid,12.7,39.3,656.1,93.4,21.5,Red,N
Chhattisgarh,Bilaspur,Rice,Rabi,12.8,24.9,960.6,65.9,9.7,Laterite,N
Chhattisgarh,Bilaspur,Wheat,Annual,17.9,41.8,844.8,70.2,10.7,Red,N
Chhattisgarh,Bilaspur,Maize,Rabi,9.5,43.4,1140.1,58.9,16.2,Sandy,Y
Chhattisgarh,Bilaspur,Cotton,Zaid,11.3,37.3,424.7,58.5,7.7,Laterite,N
Chhattisgarh,Bilaspur,Sugarcane,Annual,19.8,31.9,729.1,87,27.2,Clay,N
Chhattisgarh,Bilaspur,Soybean,Annual,8.1,39.7,1098.5,62.1,24.3,Laterite,Y
Chhattisgarh,Bilaspur,Mustard,Annual,13.3,33.3,1010.2,83.8,23.7,Clay,Y
Chhattisgarh,Bilaspur,Potato,Kharif,18.8,39.8,355.5,61,14.3,Clay,N
Chhattisgarh,Bilaspur,Onion,Rabi,11.8,41,806.1,69.2,24.5,Loamy,N
Chhattisgarh,Bilaspur,Tomato,Annual,12,31,604.9,41.3,10.2,Loamy,Y
Chhattisgarh,Bilaspur,Barley,Kharif,13.8,27.1,728.1,80.3,4.2,Sandy,N
Chhattisgarh,Bilaspur,Millets,Zaid,21.4,43,340.1,67.9,13.8,Black,Y
Chhattisgarh,Bilaspur,Groundnut,Zaid,18,41.1,719.3,56.5,6.1,Loamy,N
Chhattisgarh,Bilaspur,Sunflower,Annual,21.1,32.5,1434.1,47.9,12.8,Laterite,N
Chhattisgarh,Bilaspur,Turmeric,Zaid,14.9,43.8,882.4,62.7,7.8,Black,N
Chhattisgarh,Bilaspur,Chilli,Rabi,18.1,42.1,1732.9,70.5,13,Clay,Y
Chhattisgarh,Bilaspur,Pulses,Zaid,8.1,33.8,275.6,47.9,20.2,Clay,N
Chhattisgarh,Bilaspur,Tea,Annual,13.9,25.3,1344.9,43.5,18.3,Alluvial,N
Chhattisgarh,Bilaspur,Coffee,Kharif,14.5,39.5,931,43.5,14.7,Red,Y
Chhattisgarh,Bilaspur,Jute,Kharif,10.1,40.2,366.7,46.5,10.7,Alluvial,N
Chhattisgarh,Durg,Rice,Zaid,21.8,39.4,1353.9,57.2,10.9,Sandy,Y
Chhattisgarh,Durg,Wheat,Zaid,10,31.7,1467.3,53.9,14.3,Red,N
Chhattisgarh,Durg,Maize,Kharif,14.1,40.9,698.6,58.8,5.4,Sandy,Y
Chhattisgarh,Durg,Cotton,Zaid,14.2,41.7,597.4,56.3,19.6,Clay,Y
Chhattisgarh,Durg,Sugarcane,Kharif,8.5,29.5,454.6,94.7,7.9,Laterite,Y
Chhattisgarh,Durg,Soybean,Rabi,11.7,28.3,1155.2,55.8,17.3,Black,N
Chhattisgarh,Durg,Mustard,Annual,15.8,27.6,1364.4,75.5,3.6,Black,N
Chhattisgarh,Durg,Potato,Annual,16,39.1,1532.4,52.2,24.9,Sandy,N
Chhattisgarh,Durg,Onion,Rabi,16.8,43.5,1127.9,45.2,18.3,Sandy,Y
Chhattisgarh,Durg,Tomato,Rabi,15.7,36.7,587.5,54.8,13.3,Laterite,Y
Chhattisgarh,Durg,Barley,Kharif,10.3,44.1,517.1,88.2,7.1,Black,Y
Chhattisgarh,Durg,Millets,Annual,15.7,28.1,866.5,51.7,3.8,Sandy,N
Chhattisgarh,Durg,Groundnut,Zaid,9,28.9,1345.2,55,14.3,Alluvial,Y
Chhattisgarh,Durg,Sunflower,Rabi,20.1,28.4,255.1,54.7,21.6,Clay,N
Chhattisgarh,Durg,Turmeric,Rabi,14,34.1,1626.5,48.3,7.2,Black,N
Chhattisgarh,Durg,Chilli,Zaid,9.3,28.5,716.1,78.8,10.7,Black,Y
Chhattisgarh,Durg,Pulses,Annual,15.1,26.5,730.7,43.5,24.3,Sandy,Y
Chhattisgarh,Durg,Tea,Zaid,18.4,26.5,843.5,55.4,12.6,Loamy,N
Chhattisgarh,Durg,Coffee,Kharif,18,26.6,1029.7,59.9,15.6,Loamy,Y
Chhattisgarh,Durg,Jute,Zaid,10.1,29.7,334.5,45.1,24.2,Sandy,N
Chhattisgarh,Korba,Rice,Annual,8.4,26.2,658.1,72.1,12,Laterite,N
Chhattisgarh,Korba,Wheat,Zaid,14.2,26.4,1391.2,92.3,4.7,Red,Y
Chhattisgarh,Korba,Maize,Annual,17.8,36.6,948.9,84.9,9.2,Clay,N
Chhattisgarh,Korba,Cotton,Rabi,17.8,34.1,582,75.9,22,Sandy,N
Chhattisgarh,Korba,Sugarcane,Zaid,11.3,43,1223.4,69,7.9,Sandy,Y
Chhattisgarh,Korba,Soybean,Annual,13.6,25.6,1748.4,77.7,19.4,Alluvial,N
Chhattisgarh,Korba,Mustard,Zaid,11,35.1,627.2,93.5,19.4,Alluvial,N
Chhattisgarh,Korba,Potato,Rabi,8.3,40.7,621.7,82.5,27.5,Loamy,N
Chhattisgarh,Korba,Onion,Zaid,8,43.2,1746.4,81.5,22.4,Sandy,N
Chhattisgarh,Korba,Tomato,Rabi,8.7,26.5,486.3,84.8,11.1,Laterite,Y
Chhattisgarh,Korba,Barley,Kharif,9,29.4,1239.9,72.9,17.1,Alluvial,N
Chhattisgarh,Korba,Millets,Zaid,12.6,34,467.3,53.2,29.2,Sandy,Y
Chhattisgarh,Korba,Groundnut,Kharif,17.4,27.8,745.6,48,5.5,Sandy,N
Chhattisgarh,Korba,Sunflower,Zaid,9,24.9,403.2,86.9,9.5,Black,N
Chhattisgarh,Korba,Turmeric,Kharif,16.4,30,1236.1,86.3,14,Loamy,N
Chhattisgarh,Korba,Chilli,Kharif,8.8,44.1,520,74.2,5.5,Alluvial,Y
Chhattisgarh,Korba,Pulses,Zaid,18.1,43.6,1702,75.2,23.9,Laterite,N
Chhattisgarh,Korba,Tea,Annual,17.2,30.1,850.9,54.1,4.1,Sandy,Y
Chhattisgarh,Korba,Coffee,Kharif,18.6,44.6,293.2,43.9,9.6,Sandy,Y
Chhattisgarh,Korba,Jute,Rabi,17.7,31.2,1387.7,76.9,22.3,Sandy,Y
Chhattisgarh,Rajnandgaon,Rice,Rabi,8.1,24.5,587,42.9,5.4,Clay,N
Chhattisgarh,Rajnandgaon,Wheat,Rabi,21.7,43.6,1373.2,92.5,13.6,Red,N
Chhattisgarh,Rajnandgaon,Maize,Annual,19.4,40.7,1256.6,65.5,16.3,Loamy,Y
Chhattisgarh,Rajnandgaon,Cotton,Zaid,21.3,35.3,1198.1,49.2,28.3,Clay,Y
Chhattisgarh,Rajnandgaon,Sugarcane,Zaid,13.3,28.4,1267,79.8,24.6,Clay,N
Chhattisgarh,Rajnandgaon,Soybean,Rabi,17.1,41.8,791.4,66.2,16.1,Sandy,N
Chhattisgarh,Rajnandgaon,Mustard,Annual,12.8,39.2,428,55.4,10.9,Alluvial,N
Chhattisgarh,Rajnandgaon,Potato,Rabi,10.4,24.8,1691.2,77.2,27.6,Loamy,Y
Chhattisgarh,Rajnandgaon,Onion,Annual,16.3,29.6,279.5,56.1,3.5,Red,Y
Chhattisgarh,Rajnandgaon,Tomato,Annual,20.6,32.6,1129.4,55.6,7.6,Sandy,N
Chhattisgarh,Rajnandgaon,Barley,Annual,12.4,24.8,252.1,91.8,26.8,Laterite,Y
Chhattisgarh,Rajnandgaon,Millets,Rabi,15.6,32.2,394.4,44.7,22.2,Laterite,N
Chhattisgarh,Rajnandgaon,Groundnut,Kharif,20.5,34.9,1049.8,45.7,29,Black,Y
Chhattisgarh,Rajnandgaon,Sunflower,Annual,13.8,37.5,517.6,48.4,3.9,Black,N
Chhattisgarh,Rajnandgaon,Turmeric,Zaid,9.8,37.3,495.6,55.7,11.6,Clay,N
Chhattisgarh,Rajnandgaon,Chilli,Rabi,14.4,31.5,1549.5,48,20.9,Red,N
Chhattisgarh,Rajnandgaon,Pulses,Zaid,11.1,37.8,1727.1,51.2,22.2,Sandy,N
Chhattisgarh,Rajnandgaon,Tea,Zaid,15.5,34.6,1005,69.7,12.6,Loamy,Y
Chhattisgarh,Rajnandgaon,Coffee,Rabi,11.4,36.2,1588.1,43.9,6.1,Sandy,N
Chhattisgarh,Rajnandgaon,Jute,Zaid,20.7,38.7,524.3,48.3,15,Red,Y
Goa,North Goa,Rice,Kharif,19.5,29.3,447.1,93.5,4.5,Sandy,N
Goa,North Goa,Wheat,Kharif,16.9,32.8,332.4,49.2,20.3,Loamy,N
Goa,North Goa,Maize,Rabi,20.7,26.9,272.4,80.9,21.5,Black,N
Goa,North Goa,Cotton,Annual,10.4,37.4,788.6,78.7,8.9,Alluvial,N
Goa,North Goa,Sugarcane,Kharif,9,45,1284.3,72.2,16.5,Red,Y
Goa,North Goa,Soybean,Zaid,10,35.3,1220.4,60.3,16.9,Laterite,N
Goa,North Goa,Mustard,Rabi,15.1,25.6,909.9,61.8,13.2,Clay,Y
Goa,North Goa,Potato,Kharif,12,41.3,1318.5,87.8,9.4,Clay,Y
Goa,North Goa,Onion,Zaid,14.9,38.7,718.9,67.3,10.7,Laterite,N
Goa,North Goa,Tomato,Annual,10.8,26.2,1401.5,77.9,16.4,Red,N
Goa,North Goa,Barley,Annual,11.3,40.3,1730.2,73.2,28.3,Alluvial,N
Goa,North Goa,Millets,Kharif,10.1,25.9,945.6,76.6,22.7,Red,Y
Goa,North Goa,Groundnut,Rabi,8.7,30.1,1352.8,55.1,13.5,Alluvial,Y
Goa,North Goa,Sunflower,Zaid,17.4,37.8,951.1,92.4,15.8,Laterite,Y
Goa,North Goa,Turmeric,Kharif,14.7,24.5,433,60.5,19.5,Alluvial,N
Goa,North Goa,Chilli,Annual,22,26.1,1395,49,4.4,Loamy,N
Goa,North Goa,Pulses,Rabi,13.8,30,1084.8,68.1,11.5,Alluvial,N
Goa,North Goa,Tea,Annual,11.6,24.1,956,62,13.1,Alluvial,N
Goa,North Goa,Coffee,Zaid,15.8,29.1,755.1,90.2,15.8,Sandy,Y
Goa,North Goa,Jute,Kharif,16.7,35.8,730.8,71.4,24.2,Laterite,Y
Goa,South Goa,Rice,Annual,21.5,38.9,1552.6,84.9,16.5,Loamy,N
Goa,South Goa,Wheat,Annual,19.3,37.1,947.2,65.1,14,Clay,Y
Goa,South Goa,Maize,Zaid,17.2,29.2,1712,52.9,4.4,Clay,N
Goa,South Goa,Cotton,Kharif,9,33.4,483.5,80.7,10.1,Alluvial,N
Goa,South Goa,Sugarcane,Kharif,20.1,30.4,1584.3,94.2,19.3,Sandy,Y
Goa,South Goa,Soybean,Kharif,12.8,39.1,1031.8,43.6,24.2,Sandy,N
Goa,South Goa,Mustard,Annual,8.9,24.5,1109.1,89.9,5.3,Red,N
Goa,South Goa,Potato,Kharif,19.6,41.5,1616.1,59.7,13.3,Red,Y
Goa,South Goa,Onion,Rabi,11.2,38.2,1179.5,41.7,24.8,Loamy,N
Goa,South Goa,Tomato,Annual,11.1,44.7,1222.8,67.8,27.2,Alluvial,N
Goa,South Goa,Barley,Kharif,16.5,25.4,1213.3,76.9,20.8,Black,Y
Goa,South Goa,Millets,Annual,12.4,29.8,550,80.6,16.9,Laterite,N
Goa,South Goa,Groundnut,Rabi,17.3,43.3,1495.8,76.1,17.3,Red,N
Goa,South Goa,Sunflower,Kharif,16.2,33.9,1043.2,94.9,14.7,Laterite,Y
Goa,South Goa,Turmeric,Annual,15.3,33.2,1012.9,56.2,8.4,Loamy,Y
Goa,South Goa,Chilli,Zaid,10.2,43.7,366.7,58.1,24.6,Loamy,N
Goa,South Goa,Pulses,Kharif,14.1,28.8,1104.6,83,11.9,Clay,N
Goa,South Goa,Tea,Zaid,14.8,31.3,550.2,80.7,13.6,Clay,N
Goa,South Goa,Coffee,Rabi,8.6,24.3,684.4,90.3,23.1,Sandy,N
Goa,South Goa,Jute,Annual,14.6,41.7,802.9,46.6,9.3,Clay,Y
Gujarat,Ahmedabad,Rice,Zaid,15.4,29.5,964.7,90.4,25.5,Sandy,N
Gujarat,Ahmedabad,Wheat,Kharif,15.6,31.9,421.2,72.7,27.4,Loamy,Y
Gujarat,Ahmedabad,Maize,Annual,21.1,26.7,1636.5,42,24.8,Alluvial,N
Gujarat,Ahmedabad,Cotton,Rabi,20.4,29.6,1046.3,54.3,13.8,Alluvial,Y
Gujarat,Ahmedabad,Sugarcane,Kharif,20.9,34.5,985.9,54.3,24.5,Laterite,Y
Gujarat,Ahmedabad,Soybean,Zaid,9.7,34.3,893.2,44.1,25.5,Alluvial,N
Gujarat,Ahmedabad,Mustard,Rabi,18,35.5,660,51.3,20.8,Sandy,Y
Gujarat,Ahmedabad,Potato,Annual,8.6,34,1557.5,57.7,7.7,Red,N
Gujarat,Ahmedabad,Onion,Annual,10.5,40.8,1056.7,79.6,21.2,Sandy,Y
Gujarat,Ahmedabad,Tomato,Kharif,17,26.5,565.2,74.3,9.2,Red,N
Gujarat,Ahmedabad,Barley,Rabi,18.8,36.6,1612.3,59.1,20.1,Clay,Y
Gujarat,Ahmedabad,Millets,Rabi,15.4,31.5,1778.9,89.9,4.7,Alluvial,N
Gujarat,Ahmedabad,Groundnut,Zaid,12.1,41.3,461.4,52.6,16.1,Sandy,Y
Gujarat,Ahmedabad,Sunflower,Kharif,17.3,38,1297.3,84.5,18.8,Black,Y
Gujarat,Ahmedabad,Turmeric,Kharif,10.7,34.7,1548.4,89.8,20.9,Clay,N
Gujarat,Ahmedabad,Chilli,Zaid,16.5,30.2,1463,60.9,16.2,Black,N
Gujarat,Ahmedabad,Pulses,Annual,11.7,41.5,1258.7,66.9,11.9,Laterite,N
Gujarat,Ahmedabad,Tea,Annual,18.6,27.7,790.3,40,26.6,Sandy,N
Gujarat,Ahmedabad,Coffee,Rabi,8.2,38.6,1706,41.5,25.8,Black,N
Gujarat,Ahmedabad,Jute,Kharif,12.5,27.4,802.1,90.1,6,Black,N
Gujarat,Surat,Rice,Rabi,12.3,41.3,1317.5,66,16.5,Clay,N
Gujarat,Surat,Wheat,Kharif,9.8,32.4,708.5,94,16.1,Loamy,Y
Gujarat,Surat,Maize,Zaid,13.2,40.6,616.5,50.7,13.6,Alluvial,Y
Gujarat,Surat,Cotton,Zaid,12.5,29.4,1066.4,44,12.7,Clay,Y
Gujarat,Surat,Sugarcane,Kharif,14.6,38.4,1000.8,94.7,22.5,Alluvial,Y
Gujarat,Surat,Soybean,Annual,14.8,36.8,1516.6,61.6,15.6,Clay,N
Gujarat,Surat,Mustard,Annual,13.1,44.6,882.4,89.9,21.1,Clay,N
Gujarat,Surat,Potato,Kharif,13.8,34.1,1195.1,87.4,19.3,Laterite,N
Gujarat,Surat,Onion,Zaid,14.2,36.6,922.2,56.9,23.1,Sandy,Y
Gujarat,Surat,Tomato,Annual,13.8,26.3,271.1,58.2,5.9,Alluvial,N
Gujarat,Surat,Barley,Rabi,13.2,34.2,993,40.4,9.4,Alluvial,Y
Gujarat,Surat,Millets,Zaid,11.6,29.2,1099.7,70,29.5,Sandy,N
Gujarat,Surat,Groundnut,Annual,8.1,27.4,1681.7,92,16,Clay,N
Gujarat,Surat,Sunflower,Rabi,14,39.5,1055.3,78.3,29.5,Black,Y
Gujarat,Surat,Turmeric,Annual,19.1,34.1,642.9,49.9,7.4,Clay,N
Gujarat,Surat,Chilli,Zaid,20,34.6,661.5,57.8,25,Clay,Y
Gujarat,Surat,Pulses,Rabi,14.2,27.4,703.8,73.4,28.1,Clay,N
Gujarat,Surat,Tea,Zaid,11.4,36.4,1033.8,61.9,25.3,Black,Y
Gujarat,Surat,Coffee,Annual,11.8,43.3,875.7,50.4,24.9,Sandy,Y
Gujarat,Surat,Jute,Rabi,12.3,32.9,968.4,67.3,19.2,Alluvial,Y
Gujarat,Vadodara,Rice,Rabi,10.1,40.8,1577,43.9,20.3,Alluvial,N
Gujarat,Vadodara,Wheat,Kharif,8.4,39.3,790.5,76.9,27.1,Alluvial,N
Gujarat,Vadodara,Maize,Kharif,8.4,37.5,1531,52.1,11.4,Sandy,Y
Gujarat,Vadodara,Cotton,Rabi,13.5,28.2,601.4,62.7,23.7,Clay,Y
Gujarat,Vadodara,Sugarcane,Zaid,11.9,26.9,1356.2,41.2,11.4,Loamy,Y
Gujarat,Vadodara,Soybean,Zaid,12.5,39.4,967.5,43.4,12.4,Sandy,N
Gujarat,Vadodara,Mustard,Rabi,8.7,33.1,1102.1,64.8,20.5,Red,Y
Gujarat,Vadodara,Potato,Annual,15.2,44.1,1385.5,71.7,25.6,Sandy,Y
Gujarat,Vadodara,Onion,Kharif,18.4,43.1,757.3,42.5,28.9,Laterite,Y
Gujarat,Vadodara,Tomato,Zaid,12.8,32.5,995.2,56.1,10,Black,N
Gujarat,Vadodara,Barley,Rabi,10.2,35.6,1114.1,51.4,11.9,Sandy,Y
Gujarat,Vadodara,Millets,Kharif,19.1,31.6,1118.7,89.3,23.5,Clay,Y
Gujarat,Vadodara,Groundnut,Zaid,16.1,25.1,1148.1,48.1,27.1,Laterite,Y
Gujarat,Vadodara,Sunflower,Kharif,16.9,27.3,305.9,56.5,12.1,Clay,N
Gujarat,Vadodara,Turmeric,Annual,10.4,24.3,1652.6,71.6,18.9,Black,N
Gujarat,Vadodara,Chilli,Zaid,12.4,24.9,1294.7,51.7,5.4,Sandy,N
Gujarat,Vadodara,Pulses,Annual,9.9,29.7,1636.7,93.2,21.7,Red,Y
Gujarat,Vadodara,Tea,Zaid,9.8,34.8,637.6,65.3,11.3,Sandy,N
Gujarat,Vadodara,Coffee,Rabi,19,39.6,1472.5,57.9,8.3,Loamy,Y
Gujarat,Vadodara,Jute,Rabi,16.9,36.8,1731.7,45.8,15.2,Black,Y
Gujarat,Rajkot,Rice,Kharif,8.8,37.1,1056,57.5,12.9,Loamy,Y
Gujarat,Rajkot,Wheat,Kharif,19.1,41.8,1655.2,42.7,17.7,Red,Y
Gujarat,Rajkot,Maize,Kharif,15.4,34.5,551.4,41.5,24.6,Sandy,Y
Gujarat,Rajkot,Cotton,Kharif,15.6,42.3,1336,84.5,10,Clay,Y
Gujarat,Rajkot,Sugarcane,Zaid,16.9,36,1527.9,74.1,25.2,Black,N
Gujarat,Rajkot,Soybean,Rabi,17.7,44,837.5,88.3,20.3,Clay,N
Gujarat,Rajkot,Mustard,Kharif,8.5,39.1,1408.3,51.7,7.9,Red,N
Gujarat,Rajkot,Potato,Rabi,8.1,36.7,529,82.7,28.1,Black,Y
Gujarat,Rajkot,Onion,Annual,17.1,32.6,990.5,91.8,18.2,Black,N
Gujarat,Rajkot,Tomato,Kharif,15.7,25,608.4,66.2,8.7,Laterite,Y
Gujarat,Rajkot,Barley,Zaid,21.5,32.9,1010.8,52,21.7,Black,N
Gujarat,Rajkot,Millets,Zaid,18.1,42.8,590.2,86.6,3.7,Sandy,Y
Gujarat,Rajkot,Groundnut,Zaid,20.7,43.3,962.1,67.2,11.8,Loamy,N
Gujarat,Rajkot,Sunflower,Annual,16.8,34,1680.5,45.8,15.9,Black,N
Gujarat,Rajkot,Turmeric,Rabi,14.2,28.2,621.7,63.7,20.6,Red,N
Gujarat,Rajkot,Chilli,Rabi,17.2,34.9,1747.5,82,19.9,Sandy,N
Gujarat,Rajkot,Pulses,Zaid,19.2,28.1,1149.8,59.3,15.4,Red,Y
Gujarat,Rajkot,Tea,Zaid,15.7,39.1,1672.2,41.4,14,Black,N
Gujarat,Rajkot,Coffee,Annual,9.3,28.4,360.6,66.1,3.5,Laterite,N
Gujarat,Rajkot,Jute,Rabi,8.5,30.6,1793.2,90.1,15.2,Sandy,N
Gujarat,Bhavnagar,Rice,Kharif,12.6,42.3,1130.9,46.9,29.1,Clay,N
Gujarat,Bhavnagar,Wheat,Zaid,17.5,39.9,1529.4,78.3,16.9,Black,N
Gujarat,Bhavnagar,Maize,Kharif,11.3,34.5,754.7,70.9,21.4,Black,Y
Gujarat,Bhavnagar,Cotton,Annual,8.1,27.7,1036.1,70.9,9.6,Clay,Y
Gujarat,Bhavnagar,Sugarcane,Rabi,18.3,34.3,673.3,70.8,23.1,Sandy,N
Gujarat,Bhavnagar,Soybean,Kharif,21.8,36.6,1729.9,64.7,21.3,Black,N
Gujarat,Bhavnagar,Mustard,Kharif,8.5,29.8,326.5,72.4,24.2,Clay,Y
Gujarat,Bhavnagar,Potato,Zaid,20.7,24.5,254,83.8,19.5,Red,Y
Gujarat,Bhavnagar,Onion,Annual,18,41.8,906.4,48.3,29.9,Loamy,Y
Gujarat,Bhavnagar,Tomato,Zaid,14.5,41.2,1342,62.2,26.8,Alluvial,N
Gujarat,Bhavnagar,Barley,Zaid,13.3,44.1,468.6,60.9,18.4,Sandy,Y
Gujarat,Bhavnagar,Millets,Rabi,12.1,24.1,1618.4,76,17.9,Laterite,Y
Gujarat,Bhavnagar,Groundnut,Kharif,12.4,39.1,1704.9,88.1,21.5,Laterite,N
Gujarat,Bhavnagar,Sunflower,Rabi,10.3,36.8,777.9,93.3,24.4,Red,Y
Gujarat,Bhavnagar,Turmeric,Rabi,14.9,38.1,1036.9,83.5,27.8,Sandy,Y
Gujarat,Bhavnagar,Chilli,Zaid,14.3,31.6,1064.1,87.9,11.3,Alluvial,Y
Gujarat,Bhavnagar,Pulses,Kharif,19,34.3,1583.2,92.3,7.1,Sandy,Y
Gujarat,Bhavnagar,Tea,Kharif,8.4,29.4,1430.5,64.1,3.9,Sandy,N
Gujarat,Bhavnagar,Coffee,Kharif,16.7,44.1,1034.4,49.5,29.3,Loamy,Y
Gujarat,Bhavnagar,Jute,Annual,11.7,32.8,260.1,48,26.9,Black,N
Haryana,Gurugram,Rice,Annual,17.5,40.7,1444.8,42.4,4,Clay,N
Haryana,Gurugram,Wheat,Zaid,16,36.7,1289.5,80.8,24.3,Alluvial,Y
Haryana,Gurugram,Maize,Kharif,8.4,31,1546.4,40.7,18.3,Loamy,N
Haryana,Gurugram,Cotton,Rabi,16,40.8,463.9,73.1,3.9,Black,Y
Haryana,Gurugram,Sugarcane,Kharif,8,28.6,1412.2,57.1,25.6,Laterite,N
Haryana,Gurugram,Soybean,Annual,8.5,36.1,957.1,55.3,27.5,Alluvial,Y
Haryana,Gurugram,Mustard,Rabi,12.8,34.3,1108.3,46.5,13,Sandy,Y
Haryana,Gurugram,Potato,Rabi,18.6,38.9,1732.7,89.7,15.5,Laterite,Y
Haryana,Gurugram,Onion,Rabi,13.8,32.1,733.3,55.9,28.8,Sandy,N
Haryana,Gurugram,Tomato,Annual,13,36.7,1121.1,54.1,3.2,Black,Y
Haryana,Gurugram,Barley,Kharif,14.9,34.5,292.4,40.5,3.1,Loamy,Y
Haryana,Gurugram,Millets,Rabi,15.6,32.3,413.5,45.3,14.2,Black,Y
Haryana,Gurugram,Groundnut,Zaid,13.5,40.6,626.2,70.7,13.1,Clay,N
Haryana,Gurugram,Sunflower,Zaid,14.8,28.6,585.5,76,14.6,Red,Y
Haryana,Gurugram,Turmeric,Zaid,20.8,43.7,1471.5,83.6,14,Sandy,N
Haryana,Gurugram,Chilli,Kharif,14.8,36.5,1696.7,49.9,4.3,Clay,Y
Haryana,Gurugram,Pulses,Annual,12,40.6,622.2,61.8,6.1,Black,Y
Haryana,Gurugram,Tea,Annual,12.7,38.1,345.2,65,25.2,Laterite,N
Haryana,Gurugram,Coffee,Annual,18.6,36.4,353.1,72.3,24.4,Clay,Y
Haryana,Gurugram,Jute,Zaid,8.1,40.3,293.1,84.3,17.7,Laterite,N
Haryana,Faridabad,Rice,Annual,18.8,27.8,1269.6,42.6,9.2,Black,Y
Haryana,Faridabad,Wheat,Annual,8.3,34.4,479.1,79.2,29.6,Laterite,N
Haryana,Faridabad,Maize,Kharif,15.1,24.2,1106,63.8,19.5,Sandy,N
Haryana,Faridabad,Cotton,Zaid,15.2,26.5,1164.3,45.6,4.5,Loamy,N
Haryana,Faridabad,Sugarcane,Annual,17.3,35,1040.3,86.4,17,Black,Y
Haryana,Faridabad,Soybean,Annual,12.2,32.5,568,66.6,21.5,Loamy,Y
Haryana,Faridabad,Mustard,Annual,14.1,25.8,1202.8,84.6,13.2,Loamy,Y
Haryana,Faridabad,Potato,Annual,8.8,42.5,722.2,82,18,Clay,N
Haryana,Faridabad,Onion,Annual,9.8,33.4,759.2,57.5,28,Alluvial,N
Haryana,Faridabad,Tomato,Annual,15.3,31.1,1148.2,66.9,28.8,Sandy,Y
Haryana,Faridabad,Barley,Rabi,9.9,26.6,1754.8,92.6,3.8,Black,Y
Haryana,Faridabad,Millets,Annual,10.5,42.3,962.8,54.6,21.6,Clay,N
Haryana,Faridabad,Groundnut,Annual,17.9,36.8,1624.6,47.1,19.7,Red,N
Haryana,Faridabad,Sunflower,Zaid,8.1,28.4,1649.3,49.8,12.3,Black,Y
Haryana,Faridabad,Turmeric,Kharif,19.9,30.6,1034,94.3,16.2,Clay,Y
Haryana,Faridabad,Chilli,Zaid,11.8,31.8,1616,54.9,26,Red,N
Haryana,Faridabad,Pulses,Annual,14,26,1060.1,77.6,27,Clay,Y
Haryana,Faridabad,Tea,Zaid,8.1,42.9,449.6,71.6,28.6,Black,Y
Haryana,Faridabad,Coffee,Annual,20.2,29.9,1305.9,84.3,6.8,Black,Y
Haryana,Faridabad,Jute,Rabi,11,42.7,1200.1,82.6,15.2,Sandy,N
Haryana,Hisar,Rice,Annual,20.8,34.7,296.5,68,3.6,Red,Y
Haryana,Hisar,Wheat,Kharif,18.5,29,306.8,40.8,28.1,Sandy,Y
Haryana,Hisar,Maize,Rabi,13.1,33.9,1030.8,67.4,28.1,Laterite,Y
Haryana,Hisar,Cotton,Annual,14.8,35.8,393.8,48.6,16.2,Laterite,N
Haryana,Hisar,Sugarcane,Rabi,20.8,42.9,1187.8,71.5,14.6,Laterite,N
Haryana,Hisar,Soybean,Kharif,21.6,29.2,1474.1,91.6,9.5,Red,N
Haryana,Hisar,Mustard,Kharif,17,43.5,1538.3,61.4,9.7,Red,Y
Haryana,Hisar,Potato,Zaid,15,33.8,357.7,42.7,20.8,Loamy,N
Haryana,Hisar,Onion,Annual,15.4,41.9,276.5,63.6,26.1,Black,Y
Haryana,Hisar,Tomato,Zaid,8.9,31.3,942.5,67.7,16,Black,N
Haryana,Hisar,Barley,Zaid,10.1,39.9,1633.6,59.1,10.4,Laterite,Y
Haryana,Hisar,Millets,Annual,13,44.3,1775.8,53.4,21.5,Black,Y
Haryana,Hisar,Groundnut,Kharif,17.5,25.4,464.4,54.7,6.8,Red,N
Haryana,Hisar,Sunflower,Annual,10.7,27.1,1416.7,84.2,11.5,Alluvial,Y
Haryana,Hisar,Turmeric,Kharif,19.2,24.3,515.6,63.2,20.9,Black,Y
Haryana,Hisar,Chilli,Annual,9.9,35.8,895.6,69.8,19.5,Black,N
Haryana,Hisar,Pulses,Annual,17.1,27.2,1716.8,43.2,22.7,Sandy,N
Haryana,Hisar,Tea,Annual,13,38.5,355.2,59.4,3.1,Clay,N
Haryana,Hisar,Coffee,Kharif,10.2,24.4,598.6,50.7,24.7,Laterite,Y
Haryana,Hisar,Jute,Kharif,10.9,37.2,1307,89,15.4,Clay,Y
Haryana,Panipat,Rice,Annual,10.9,27.4,602.2,42.4,6,Laterite,N
Haryana,Panipat,Wheat,Zaid,17.3,41.6,1487.6,68.5,28.5,Sandy,N
Haryana,Panipat,Maize,Kharif,16.6,27.9,1445.6,94.6,20.2,Laterite,N
Haryana,Panipat,Cotton,Rabi,8.5,37.1,981.4,50.6,20.8,Alluvial,Y
Haryana,Panipat,Sugarcane,Annual,9.5,29.4,632.2,40,6.2,Laterite,N
Haryana,Panipat,Soybean,Rabi,9.7,42.6,316.5,46.4,9.8,Laterite,Y
Haryana,Panipat,Mustard,Zaid,18.5,43.1,1247.6,64.1,3.9,Alluvial,Y
